Name,Type,Category,PP,Power,Accuracy,Battle Effect,In-Depth Effect,Secondary Effect,Detailed Effect,Effect Rate,Is Self Z-Move?,Corresponding Z-Move,Z-Move Item,Z-Move Power,Is Z-Move?,Z-Move Required Pokemon,Z-Move Required Moves,Moves that turn into this,Base Critical Hit Rate,Priority,Target,Pokemon Hit,Physical Contact?,Sound Type?,Punch Move?,Snatchable?,Z-Move?,Defrosts When Used?,Hits opposite side in triples?,Reflected?,Blocked?,Copyable?,Status Effects,Stats Altered,Z-Stats Altered,Ignores
Sing,Normal,Other,15,0,55,A soothing lullaby is sung in a calming voice that puts the target into a deep slumber.,,Induces sleep.,Boosts Speed by 1 stage,,TRUE,,Normalium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,
Sinister Arrow Raid,Ghost,Physical,1,180,0,"The user, Decidueye, creates countless arrows using its Z-Power and shoots the target with full force.",,No effect.,,,FALSE,,Ghostium Z,,TRUE,Decidueye,Spirit Shackle,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Sketch,Normal,Other,1,0,0,"It enables the user to permanently learn the move last used by the target. Once used, Sketch disappears.",,Copies the opponent's last move forever.,Boosts all stats by 1 stage,,TRUE,,Normalium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Skill Swap,Psychic,Other,10,0,0,The user employs its psychic power to exchange Abilities with the target.,"This move will switch the users ability to the ability of the target Pokémon if that Pokémon does not have the Illusion, Wonder Guard, Stance Change or Multitype abilities",User and target trade abilities.,Boosts Speed by 1 stage,,TRUE,,Psychium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Skull Bash,Normal,Physical,10,130,100,"The user tucks in its head to raise its Defense stat on the first turn, then rams the target on the next turn.",,Raises user's Defense one stage and Attacks next turn.,,100,FALSE,Breakneck Blitz,,195,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Sky Attack,Flying,Physical,5,140,90,A second-turn attack move where critical hits land more easily. This may also make the target flinch.,,May cause opponent to flinch.,,30,FALSE,Supersonic Skystrike,,200,FALSE,,,,12.5,0,All but self,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,,,
Sky Drop,Flying,Physical,10,60,100,"The user takes the target into the sky, then drops it during the next turn. The target cannot attack while in the sky.",This move can only be used against Pokémon with a weight below 200kg. It ignores redirection moves such as Follow Me & Rage Powder.,Rises to the sky and prevents the target Pokémon from using a move in the next turn.,,,FALSE,Supersonic Skystrike,,120,FALSE,,,,6.25,0,All but self,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,,,
Sky Uppercut,Fighting,Physical,15,85,90,The user attacks the target with an uppercut thrown skyward with force.,,Hits opponents using Fly,,,FALSE,All-Out Pummeling,,160,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Slack Off,Normal,Other,10,0,0,"The user slacks off, restoring its own HP by up to half of its max HP.",,User recovers half the maximum HP.,Resets all lowered stat modifications,,TRUE,,Normalium Z,,FALSE,,,,,0,Self,Self,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Slam,Normal,Physical,20,80,75,"The target is slammed with a long tail, vines, or the like to inflict damage.",,No effect.,,,FALSE,Breakneck Blitz,,160,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Slash,Normal,Physical,20,70,100,The target is attacked with a slash of claws or blades. Critical hits land more easily.,,Has an increased Critical Hit ratio,,,FALSE,Breakneck Blitz,,140,FALSE,,,,12.5,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Sleep Powder,Grass,Other,15,0,75,The user scatters a big cloud of sleep-inducing dust around the target.,,Induces sleep.,Boosts Speed by 1 stage,,TRUE,,Grassium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,
Sleep Talk,Normal,Other,10,0,0,"While it is asleep, the user randomly uses one of the moves it knows.",,Uses an own random move while asleep.,Increases Critical Hit Ratio by 1 stage,,TRUE,,Normalium Z,,FALSE,,,,,0,Self,Self,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Sludge,Poison,Special,20,65,100,Unsanitary sludge is hurled at the target. This may also poison the target.,,May induce poison.,,30,FALSE,Acid Downpour,,120,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Poison:Target,,,
Sludge Bomb,Poison,Special,10,90,100,Unsanitary sludge is hurled at the target. This may also poison the target.,,May induce poison.,,30,FALSE,Acid Downpour,,175,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Poison:Target,,,
Sludge Wave,Poison,Special,10,95,100,The user strikes everything around it by swamping the area with a giant sludge wave. This may also poison those hit.,,May induce poison.,,10,FALSE,Acid Downpour,,175,FALSE,,,,6.25,0,All Adjacent,All Adjacent Pokémon,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Poison:Target,,,
Smack Down,Rock,Physical,15,50,100,The user throws a stone or similar projectile to attack an opponent. A flying Pokémon will fall to the ground when it's hit.,,Removes target's Ground-type resistance.,,100,FALSE,Continental Crush,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Smart Strike,Steel,Physical,10,70,0,The user stabs the target with a sharp horn. This attack never misses.,,Cannot miss.,,,FALSE,Corkscrew Crash,,140,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Smelling Salts,Normal,Physical,10,70,100,"This attack's power is doubled when used on a target with paralysis. This also cures the target's paralysis, however.",,Doubles damage when targed is afflicted with Paralysis. Heals opponent's Paralysis,,,FALSE,Breakneck Blitz,,140,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Smog,Poison,Special,20,30,70,The target is attacked with a discharge of filthy gases. This may also poison the target.,,May induce poison.,,40,FALSE,Acid Downpour,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Poison:Target,,,
Smokescreen,Normal,Other,20,0,100,The user releases an obscuring cloud of smoke or ink. This lowers the target's accuracy.,,Lowers opponent's Accuracy one stage.,Boosts Evasion by 1 stage,,TRUE,,Normalium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,
Snarl,Dark,Special,15,55,95,"The user yells as if it's ranting about something, which lowers the Sp. Atk stat of opposing Pokémon.",,May lower opponent's Special Attack one stage.,,100,FALSE,Black Hole Eclipse,,100,FALSE,,,,6.25,0,Adjacent Foes,All Adjacent Foes,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Snatch,Dark,Other,10,0,0,The user steals the effects of any attempts to use a healing or stat-changing move.,"Snatch is unique in that it will take the effects of certain moves used by the target and will apply them to the user./ This means the user will get any boost or healing that the opponent intended to use upon itself. The moves it can Snatch are as follows. Name Type Cat. PP Att. Acc. Effect Acid Armor 20 -- -- The user alters its cellular structure to liquefy itself, sharply raising its Defense stat. Agility 30 -- -- The user relaxes and lightens its body to move faster. It sharply boosts the Speed stat. Amnesia 20 -- -- The user temporarily empties its mind to forget its concerns. It sharply raises the user's Sp. Def stat. Aqua Ring 20 -- -- The user envelops itself in a veil made of water. It regains some HP on every turn. Aromatherapy 5 -- -- The user releases a soothing scent that heals all status problems affecting the user's party. Autotomize 15 -- -- The user sheds part of its body to make itself lighter and sharply raise its Speed stat. Barrier 20 -- -- The user throws up a sturdy wall that sharply raises its Defense stat. Belly Drum 10 -- -- The user maximizes its Attack stat in exchange for HP equal to half its max HP. Bulk Up 20 -- -- The user tenses its muscles to bulk up its body, boosting both its Attack and Defense stats. Calm Mind 20 -- -- The user quietly focuses its mind and calms its spirit to raise its Sp. Atk and Sp. Def stats. Camouflage 20 -- -- The user's type is changed depending on its environment, such as at water's edge, in grass, or in a cave. Charge 20 -- -- The user boosts the power of the Electric move it uses on the next turn. It also raises the user's Sp. Def stat. Coil 20 -- -- The user coils up and concentrates. This raises its Attack and Defense stats as well as its accuracy. Conversion 30 -- -- The user changes its type to become the same type as the move at the top of the list of moves it knows. Cosmic Power 20 -- -- The user absorbs a mystical power from space to raise its Defense and Sp. Def stats. Cotton Guard 10 -- -- The user protects itself by wrapping its body in soft cotton, drastically raising the user's Defense stat. Defend Order 10 -- -- The user calls out its underlings to shield its body, raising its Defense and Sp. Def stats. Defense Curl 40 -- -- The user curls up to conceal weak spots and raise its Defense stat. Double Team 15 -- -- By moving rapidly, the user makes illusory copies of itself to raise its evasiveness. Dragon Dance 20 -- -- The user vigorously performs a mystic, powerful dance that boosts its Attack and Speed stats. Focus Energy 30 -- -- The user takes a deep breath and focuses so that critical hits land more easily. Growth 20 -- -- The user's body grows all at once, raising the Attack and Sp. Atk stats. Harden 30 -- -- The user stiffens all the muscles in its body to raise its Defense stat. Heal Bell 5 -- -- The user makes a soothing bell chime to heal the status problems of all the party Pokémon. Heal Order 10 -- -- The user calls out its underlings to heal it. The user regains up to half of its max HP. Healing Wish 10 -- -- The user faints. In return, the Pokémon taking its place will have its HP restored and status cured. Hone Claws 15 -- -- The user sharpens its claws to boost its Attack stat and accuracy. Howl 40 -- -- The user howls loudly to raise its spirit, boosting its Attack stat. Imprison 10 -- -- If the opponents know any move also known by the user, the opponents are prevented from using it. Ingrain 20 -- -- The user lays roots that restore its HP on every turn. Because it is rooted, it can't switch out. Iron Defense 15 -- -- The user hardens its body's surface like iron, sharply raising its Defense stat. Light Screen 30 -- -- A wondrous wall of light is put up to suppress damage from special attacks for five turns. Lucky Chant 30 -- -- The user chants an incantation toward the sky, preventing opposing Pokémon from landing critical hits. Lunar Dance 10 -- -- The user faints. In return, the Pokémon taking its place will have its status and HP fully restored. Magnet Rise 10 -- -- The user levitates using electrically generated magnetism for five turns. Magnetic Flux 20 -- -- The user manipulates magnetic fields which raises the Defense and Sp. Def stats of ally Pokémon with the Plus or Minus Ability. Mat Block 15 -- -- Using a pulled-up mat as a shield, the user protects itself and its allies from damaging moves. This does not stop status moves. Meditate 40 -- -- The user meditates to awaken the power deep within its body and raise its Attack stat. Milk Drink 10 -- -- The user restores its own HP by up to half of its maximum HP. May also be used in the field to heal HP. Minimize 10 -- -- The user compresses its body to make itself look smaller, which sharply raises its evasiveness. Mist 30 -- -- The user cloaks its body with a white mist that prevents any of its stats from being cut for five turns. Moonlight 5 -- -- The user restores its own HP. The amount of HP regained varies with the weather. Morning Sun 5 -- -- The user restores its own HP. The amount of HP regained varies with the weather. Nasty Plot 20 -- -- The user stimulates its brain by thinking bad thoughts. It sharply raises the user's Sp. Atk. Power Trick 10 -- -- The user employs its psychic power to switch its Attack with its Defense stat. Quick Guard 15 -- -- The user protects itself and its allies from priority moves. If used in succession, its chance of failing rises. Quiver Dance 20 -- -- The user lightly performs a beautiful, mystic dance. It boosts the user's Sp. Atk, Sp. Def, and Speed stats. Recover 10 -- -- Restoring its own cells, the user restores its own HP by half of its max HP. Recycle 10 -- -- The user recycles a held item that has been used in battle so it can be used again. Reflect 20 -- -- A wondrous wall of light is put up to suppress damage from physical attacks for five turns. Refresh 20 -- -- The user rests to cure itself of a poisoning, burn, or paralysis. Rest 10 -- -- The user goes to sleep for two turns. It fully restores the user's HP and heals any status problem. Rock Polish 20 -- -- The user polishes its body to reduce drag. It can sharply raise the Speed stat. Roost 10 -- -- The user lands and rests its body. It restores the user's HP by up to half of its max HP. Safeguard 25 -- -- The user creates a protective field that prevents status problems for five turns. Sharpen 30 -- -- The user reduces its polygon count to make itself more jagged, raising the Attack stat. Shell Smash 15 -- -- The user breaks its shell, lowering its Defense and Sp. Def stats but sharply raising Attack, Sp. Atk, and Speed stats. Shift Gear 10 -- -- The user rotates its gears, raising its Attack and sharply raising its Speed. Slack Off 10 -- -- The user slacks off, restoring its own HP by up to half of its maximum HP. Soft-Boiled 10 -- -- The user restores its own HP by up to half of its maximum HP. May also be used in the field to heal HP. Stockpile 20 -- -- The user charges up power and raises both its Defense and Sp. Def. The move can be used three times. Substitute 10 -- -- The user makes a copy of itself using some of its HP. The copy serves as the user's decoy. Swallow 10 -- -- The power stored using the move Stockpile is absorbed by the user to heal its HP. Storing more power heals more HP. Swords Dance 20 -- -- A frenetic dance to uplift the fighting spirit. It sharply raises the user's Attack stat. Synthesis 5 -- -- The user restores its own HP. The amount of HP regained varies with the weather. Tail Glow 20 -- -- The user stares at flashing lights to focus its mind, drastically raising its Sp. Atk stat. Tailwind 15 -- -- The user whips up a turbulent whirlwind that ups the Speed of all party Pokémon for four turns. Wide Guard 10 -- -- The user and its allies are protected from wide-ranging attacks for one turn. If used in succession, its chance of failing rises. Wish 10 -- -- One turn after this move is used, the target's HP is restored by half the user's maximum HP. Withdraw 40 -- -- The user withdraws its body into its hard shell, raising its Defense stat. Work Up 30 -- -- The user is roused, and its Attack and Sp. Atk stats increase.",Steals the effects of opponent's next move if it is not a damaging move.,Boosts Speed by 2 stages,,TRUE,,Darkinium Z,,FALSE,,,,,4,Self,Self,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Snore,Normal,Special,15,50,100,This attack can be used only if the user is asleep. The harsh noise may also make the target flinch.,,Can only be used while asleep.,,30,FALSE,Breakneck Blitz,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Soak,Water,Other,20,0,100,The user shoots a torrent of water at the target and changes the target's type to Water.,,Changes opponent's type to Water-type.,Boosts Special Attack by 1 stage,,TRUE,,Waterium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,
Soft-Boiled,Normal,Other,10,0,0,The user restores its own HP by up to half of its max HP.,,User recovers half the maximum HP.,Resets all lowered stat modifications,,TRUE,,Normalium Z,,FALSE,,,,,0,Self,Self,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Solar Beam,Grass,Special,10,120,100,"In this two-turn attack, the user gathers light, then blasts a bundled beam on the next turn.",,"Charges for the first turn, damages on the second. If Sunny Day is in effect, the charge and attack is in the same turn.",,,FALSE,Bloom Doom,,190,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Solar Blade,Grass,Physical,10,125,100,"In this two-turn attack, the user gathers light and fills a blade with the light's energy, attacking the target on the next turn.",,"Charges for the first turn, damages on the second. If Sunny Day is in effect, the charge and attack is in the same turn.",,,FALSE,Bloom Doom,,190,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Sonic Boom,Normal,Special,20,1,90,The target is hit with a destructive shock wave that always inflicts 20 HP damage.,,Inflicts 20 HP damage.,,,FALSE,Breakneck Blitz,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Soul-Stealing 7-Star Strike,Ghost,Physical,1,195,0,"After obtaining Z-Power, the user, Marshadow, punches and kicks the target consecutively with full force.",,No effect.,,,FALSE,,Ghostium Z,,TRUE,Marshadow,Spectral Thief,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Spacial Rend,Dragon,Special,5,100,95,The user tears the target along with the space around it. Critical hits land more easily.,,Has an increased Critical Hit ratio,,,FALSE,Devastating Drake,,180,FALSE,,,,12.5,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Spark,Electric,Physical,20,65,100,The user throws an electrically charged tackle at the target. This may also leave the target with paralysis.,,May induce paralysis.,,30,FALSE,Gigavolt Havoc,,120,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Sparkling Aria,Water,Special,10,90,100,"The user bursts into song, emitting many bubbles. Any Pokémon suffering from a burn will be healed by the touch of these bubbles.",,Heals the target from Burn,,,FALSE,Hydro Vortex,,175,FALSE,,,,6.25,0,All Adjacent,All Adjacent Pokémon,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Spectral Thief,Ghost,Physical,10,90,100,"The user hides in the target's shadow, steals the target's stat boosts, and then attacks.",,Steals opponent's stat boosts before doing damage,,,FALSE,Never-Ending Nightmare,,175,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Speed Swap,Psychic,Other,10,0,0,The user exchanges Speed stats with the target.,,Switches Speed stat with target,Boosts Speed by 1 stage,,TRUE,,Psychium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Spider Web,Bug,Other,10,0,0,"The user ensnares the target with thin, gooey silk so it can't flee from battle.",,Prevents the opponent from escaping.,Boosts Defense by 1 stage,,TRUE,,Buginium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,
Spike Cannon,Normal,Physical,15,20,100,Sharp spikes are shot at the target in rapid succession. They hit two to five times in a row.,,Attacks 2-5 times in a row. 37.5% chance of 2 hits. 37.5% chance of 3 hits. 12.5% chance of 4 hits. 12.5% chance of 5 hits,,,FALSE,Breakneck Blitz,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Spikes,Ground,Other,20,0,0,The user lays a trap of spikes at the opposing team's feet. The trap hurts Pokémon that switch into battle.,"The damage that is given through Spikes is determined by the amount of layers that you place: Amount of Layers HP Taken 1 Layer 1/8 of Opponent's Maximum HP 2 Layers 1/6 of Opponent's Maximum HP 3 or more layers 1/4 of Opponent's Maximum HP However, on top of this, it is possible for the opponent to dispell the Spikes if the opponent uses the move Rapid Spin",Sets spikes that hurt the opponent upon switching.,Boosts Defense by 1 stage,,TRUE,,Groundium Z,,FALSE,,,,,0,All Foes,Enemy Side,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,
Spiky Shield,Grass,Other,10,0,0,"In addition to protecting the user from attacks, this move also damages any attacker who makes direct contact.",,Damages by 1/8th Maximum Hit Points if hit by physical contact.,Boosts Defense by 1 stage,,TRUE,,Grassium Z,,FALSE,,,,,4,Self,Self,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Spirit Shackle,Ghost,Physical,10,80,100,The user attacks while simultaneously stitching the target's shadow to the ground to prevent the target from escaping.,,Prevents opponent from switching,,,FALSE,Never-Ending Nightmare,,160,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Spit Up,Normal,Special,10,1,100,"The power stored using the move Stockpile is released at once in an attack. The more power is stored, the greater the move's power.","This move has four tiers of damage; 3 are stockpiled, 1 isn't. Unfortunately the one that isn't is that the attack doesn't do anything if you haven't stockpiled so you have to make sure to Stockpile first. If you use Spit Up after 1 Stockpile, the Base Power will be 100 If you use Spit Up after 2 Stockpiles, the Base Power will be 200 If you use Spit Up after 3 Stockpiles, the Base Power will be 300",Releases power from STOCKPILE.,,,FALSE,Breakneck Blitz,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,
Spite,Ghost,Other,10,0,100,The user unleashes its grudge on the move last used by the target by cutting 4 PP from it.,,Opponent's last move loses 4 PP.,Heals the Hit Points of this Pokémon,,TRUE,,Ghostium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,
Splash,Normal,Other,40,0,0,The user just flops and splashes around to no effect at all...,,No effect.,Boosts Attack by 3 stages,,TRUE,,Normalium Z,,FALSE,,,,,0,Self,Self,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Spore,Grass,Other,15,0,100,The user scatters bursts of spores that induce sleep.,,Induces sleep.,Resets all lowered stat modifications,,TRUE,,Grassium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,
Spotlight,Normal,Other,15,0,0,The user shines a spotlight on the target so that only the target will be attacked during the turn.,"This move redirects all opposing attacks to the target. In Double Battles, it does not direct the target's partner's attacks to it. This overrides all forms of redirection from the moves Follow Me and Rage Powder, as well as the abilities Lightning Rod & Storm Drain",The target becomes the focus of Attacks,Boosts Special Defense by 1 stage,,TRUE,,Normalium Z,,FALSE,,,,,3,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,
Stealth Rock,Rock,Other,20,0,0,The user lays a trap of levitating stones around the opposing team. The trap hurts opposing Pokémon that switch into battle.,"Stealth Rock's damaging methods are rather unique. Instead of doing a set amount of damage for the amount of layers given, it instead is based on the opponent's type. The attack is a Rock Type attack so the damage is based upon the opponent's Weakness to it. For a full chart, click here Type Effectivness Damage x0.25 Effective 1/32 of Max HP (3.125%) x0.5 Effective 1/16 of Max HP (6.25%) x1 Effective 1/8 of Max HP (12.5%) x2 Effective 1/4 of Max HP (25%) x4 Effective 1/2 of Max HP (50%) This shows that Stealth Rock can easily help defeat the opponent with little effort if they use a Pokémon such as Charizard or Articuno",Sets rocks that hurt the opponent upon switching.,Boosts Defense by 1 stage,,TRUE,,Rockium Z,,FALSE,,,,,0,All Foes,Enemy Side,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,
Steam Eruption,Water,Special,5,110,95,The user immerses the target in superheated steam. This may also leave the target with a burn.,,May induce burn.,,30,FALSE,Hydro Vortex,,185,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,
Steamroller,Bug,Physical,20,65,100,The user crushes its target by rolling over the target with its rolled-up body. This may also make the target flinch.,,May cause opponent to flinch.,,30,FALSE,Savage Spin-Out,,120,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Steel Wing,Steel,Physical,25,70,90,The target is hit with wings of steel. This may also raise the user's Defense stat.,,May raise user's Defense one stage.,,10,FALSE,Corkscrew Crash,,140,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Sticky Web,Bug,Other,20,0,0,"The user weaves a sticky net around the opposing team, which lowers their Speed stat upon switching into battle.",,Sets a web that lower the opponent's Speed by one stage upon switching.,Boosts Speed by 1 stage,,TRUE,,Buginium Z,,FALSE,,,,,0,All Foes,Enemy Side,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,
Stockpile,Normal,Other,20,0,0,The user charges up power and raises both its Defense and Sp. Def stats. The move can be used three times.,,User stockpiles power for up to 3 turns. Raises Defense & Special Defense one stage until Stockpile is released.,Heals the Hit Points of this Pokémon,,TRUE,,Normalium Z,,FALSE,,,,,0,Self,Self,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Stoked Sparksurfer,Electric,Special,1,175,0,"After obtaining Z-Power, the user, Alolan Raichu, attacks the target with full force. This move leaves the target with paralysis.",,May induce paralysis.,,100,FALSE,,Electrium Z,,TRUE,Raichu-Alola,Thunderbolt,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Stomp,Normal,Physical,20,65,100,The target is stomped with a big foot. This may also make the target flinch.,,May cause opponent to flinch.,,30,FALSE,Breakneck Blitz,,120,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Stomping Tantrum,Ground,Physical,10,75,100,"Driven by frustration, the user attacks the target. If the user's previous move has failed, the power of this move doubles.",,Doubles damage if last move failed,,,FALSE,Tectonic Rage,,140,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Stone Edge,Rock,Physical,5,100,80,The user stabs the target from below with sharpened stones. Critical hits land more easily.,,Has an increased Critical Hit ratio,,,FALSE,Continental Crush,,180,FALSE,,,,12.5,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Stored Power,Psychic,Special,10,20,100,"The user attacks the target with stored power. The more the user's stats are raised, the greater the move's power.",This attack's power starts off with 20 Base Power but increases by 20 Base Power for each stat increase used by the Pokémon. Can get a maximum Base Power of 860. Moves with stat lowering effects do not affect this move's power.,Increases damage by 100% for each stage a stat has been increased by the user,,,FALSE,Shattered Psyche,,160,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
